alt_id,comment,created_by,creation_date,def,name,property_value,subset,synonym,xref
,Measured in the widest portion of the sterile lemma.\n\nRefer to width PATO:0000921: A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.,,,"""A lemma morphology trait (TO:0000079) which is the width of a sterile lemma (PO:0009040)."" [Gramene:pankaj_jaiswal, PATO:0000921, PO:0009040, TO:cooperl]",sterile lemma width,,,"['""STLEMWD (related)"" RELATED []']",['TO_GIT:390']
,,,,"""A quality trait (TO:0000597) which is the commercial and /or economical value of a fruit (PO:0009001) , or its overall improvement."" [Gramene:pankaj_jaiswal, TO:cooperl]",fruit quality trait,,,,['TO_GIT:263']
,,,,"""Traits associated with the fruit abscission zone."" [Gramene:pankaj_jaiswal]",fruit senescing quality trait,,,,
,"Refer to shape (PATO:0000052): A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc).",,,"""A fruit shape (TO:0002628) which is the shape of the dehulled grain."" [Gramene:pankaj_jaiswal, TO:moorel]",grain shape,,,"['""dehulled-grain shape (related)"" RELATED []', '""DHULGRSHP (related)"" RELATED []', '""GRSHP (related)"" RELATED []']",['PATO:0000052']
,Refer to width PATO:0000921: A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite. Refer to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points. Refer to size (PATO:0000117): A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude. Size categories ranging from small to medium to large.,,,"""A grain size (TO:0000397) which is the grain length and grain width on dehulled grain."" [Gramene:pankaj_jaiswal, TO:moorel]",grain length to width ratio,,,"['""dehulled-grain length to width ratio (related)"" RELATED []', '""DHULGRLGWDRO (related)"" RELATED []', '""GRLHWDRO (related)"" RELATED []']","['PATO:0000117', 'PATO:0000122', 'PATO:0000921']"
,,,,"""In grasses the flag leaf angle is measured near the collar as the angle of attachment between the flag leaf blade and the main inflorescence axis in grass plants. Observed around anthesis stage."" [Gramene:pankaj_jaiswal]",flag leaf angle: early stage,,,"['""flag leaf attitude: early stage (related)"" RELATED []', '""FLFAGERLY (related)"" RELATED []']",
,,,,"""In grasses the flag leaf angle is measured near the collar as the angle of attachment between the flag leaf blade and the main inflorescence axis in grass plants. Observed at maturity stage."" [Gramene:pankaj_jaiswal]",flag leaf angle: late stage,,,"['""flag leaf attitude: late stage (related)"" RELATED []', '""FLFAGLATE (related)"" RELATED []']",
,Refer to presence value PATO:0000458.,,,"""An awn morphology trait (TO:0002718) which is the presence or absence of an awn (PO:0025349). Observation may include relative awn size."" [Gramene:pankaj_jaiswal, PO:0025349, TO:moorel]",awn presence,,,"['""AWNPLU (related)"" RELATED []']",['PATO:0000458']
,"For rice: Straighthead is a physiological disorder that causes the entire head to be blank and remain upright at maturity in rice. Straighthead generally occurs in spots scattered throughout a field and is most easily recognized near harvest when normal plants have downturned heads (from the weight of the grain in the panicle). The disease is frequently found on sandy loam soils but seldom on clay soils. Old cotton fields with arsenic residues can have a severe incidence of straighthead. Other, as yet unknown, soil factors are also involved in causing straighthead. Often it is found in fields where excessive non-decayed vegetation has been plowed under just before planting. The disease is characterized by upright heads when the rice matures due to infertile seed. Hulls may be distorted into a crescent shape or ""parrot beak"". One or both hulls may be missing. Affected plants continue to grow, are a darker green, and often produce shoots from a lower portion of the plant. First year crops of rice grown on ""new ground"" are more likely to be affected. Some varieties are more tolerant than others. Control measures include planting resistant varieties and draining fields with a history of the disorder just prior to internode elongation.",,,"""Malformed inflorescence (panicle in rice), by staying upright/straight at the time of maturity and may carry infertile seeds."" [Gramene:pankaj_jaiswal, web:http\://plantpathology.tamu.edu/Texlab/Grains/Rice/rices.html]",straighthead,,,,
,,,,"""An inflorescence morphology trait (TO:0000582 ) which is the number of flowers (PO:0009046)."" [Gramene:pankaj_jaiswal, PO:0009046, TO:moorel]",flower number trait,,,,['PATO:0001555']
,,,,"""Average number of flowers (florets) per branch in a grass inflorescence."" [Gramene:pankaj_jaiswal]",floret number per branch,,,"['""FLNBPBR (related)"" RELATED []']",
,,,,"""Average number of flowers (florets) in a grass inflorescence."" [Gramene:pankaj_jaiswal]",floret number per inflorescence,,,"['""FLNBPINFLO (related)"" RELATED []', '""FLNBPPN (related)"" RELATED []', '""floret number per panicle (related)"" RELATED []', '""florets per inflorescence (related)"" RELATED []', '""florets per panicle (exact)"" EXACT []']",
,,,,"""Average whole fruit surface area."" [Gramene:pankaj_jaiswal]",fruit surface area,,,"['""FRUTSURFAR (related)"" RELATED []']",
['TO:0002740'],,,,"""The average surface area of the grain without hull (dehulled) in a grass fruit caryopsis."" [Gramene:pankaj_jaiswal]",grain surface area,,,"['""dehulled-grain surface area (related)"" RELATED []', '""DHULGRSURFAR (related)"" RELATED []', '""GRSURFAR (related)"" RELATED []', '""hulled-grain surface area (related)"" RELATED []', '""kernel surface area (related)"" RELATED []']",
,Refer to volume (PATO:0000918): A 3-D extent quality inhering in a bearer by virtue of the bearer's amount of 3-dimensional space it occupies.,,,"""A fruit morphology trait (TO:0002629) which is the volume of the fruit (PO:0002629)."" [Gramene:pankaj_jaiswal, PO:0002629]",fruit volume,,,,['PATO:0000918']
,Refer to volume (PATO:0000918): A 3-D extent quality inhering in a bearer by virtue of the bearer's amount of 3-dimensional space it occupies.,,,"""A grain volume (TO:0001108) which is the volume of a dehulled grain."" [Gramene:pankaj_jaiswal, TO:moorel]",dehulled grain volume,,,"['""DHULGRVOL (exact)"" EXACT []']",['PATO:0000918']
,Refer to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points.,,,"""A fruit length (TO:0002626) which is the average length of the curved surface of fruit (PO:0009001)."" [Gramene:pankaj_jaiswal, PO:0009001, TO:moorel]",fruit curved length,,,,['PATO:0000122']
,Refer to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points.,,,"""A grain length (TO:0000734) which is the curved surface of grain without hull (dehulled)."" [Gramene:pankaj_jaiswal, TO:moorel]",grain curved length,,,"['""curved length of dehulled-grain (exact)"" EXACT []', '""dehulled-grain curved length (exact)"" EXACT []', '""DHULGRCURVLG (related)"" RELATED []']",['PATO:0000122']
,"Fruit weight is the weight of one or more fruits at a specified level of maturity and, for grain, moisture level. In maize it is often reported as 100 or 1000 kernel weight, in grams and at 15% moisture content.",,,"""A fruit morphology trait (TO:0002629) that is the weight of a fruit (PO:0009001)."" [Gramene:pankaj_jaiswal, TO:cooperl]",fruit weight,,,,['TO_GIT:242']
,,,,"""A dehulled grain weight (TO:0000590) which is the weight of a sample of 10 dehulled grains (caryopsis fruit; PO:0030104)"" [Gramene:pankaj_jaiswal]",10-dehulled grain weight,,,"['""10 grain weight (broad)"" BROAD []', '""ten dehulled grain weight (exact)"" EXACT []', '""ten grain weight (broad)"" RELATED []', '""TENDHULGRWT (exact)"" EXACT []', '""TENGRWT (broad)"" BROAD []']",
,,,,"""A vascular leaf morphology trait (TO:0000419) which is a quality of a ligule (PO:0020105)."" [Gramene:pankaj_jaiswal, PO:0020105, TO:cooperl]",ligule morphology trait,,,,
,Refer to pubescent hair (PATO:0001320): A pilosity quality of being covered with short hairs or soft down.,,,"""A ligule morphology trait (TO:0002748) which is the extent of pubescence (presence of hairs) on the ligule (PO:0020105)."" [Gramene:pankaj_jaiswal, PO:0020105, TO:cooperl]",ligule pubescence,,,"['""LIGPUBES (related)"" RELATED []']",['PATO:0001320']
,Refer to pubescent hair (PATO:0001320): A pilosity quality of being covered with short hairs or soft down.,,,"""A ligule morphology trait (TO:0002748) which isthe extent of pubescence (presence of hairs)  on the margin of a ligule (PO:0020105)."" [Gramene:pankaj_jaiswal, PO:0020105, TO:cooperl]",ligule margin pubescence,,,"['""LIGMPUBES (related)"" RELATED []', '""ligule margin hairiness (exact)"" EXACT []']",['PATO:0001320']
['TO:0002752'],,,,"""An inflorescence morphology trait (TO:0000373) which is the arrangement of inflorescence branches (PO:0009081)."" [Gramene:pankaj_jaiswal, PO:0009081, TO:moorel]",inflorescence branch arrangement,,,"['""INFLBRARANGE (related)"" RELATED []', '""panicle branch arrangement (related)"" RELATED []']",
,,,,"""An inflorescence branch arrangement (TO:0002751) trait which is the arrangement of primary branches in an inflorescence (PO:0009049)."" [Gramene:pankaj_jaiswal, PO:0009049, TO:moorel]",arrangement of inflorescence primary branch,,,"['""arrangement of primary branch (related)"" RELATED []', '""PBRARANGE (related)"" RELATED []', '""primary branch arrangement (related)"" RELATED []']",
,"Refers to the texture (PATO:0000150): A morphologic quality inhering in a bearer by virtue of the bearer's relative size, organization and distribution of its surface elements or the representation or invention of the appearance of its surface; visual and tactile surface characteristics) of an inflorescence axis (PO:0020122).",,,"""An inflorescence axis morphology trait (TO:0000782) which is the texture of an inflorescence axis (PO:0020122)."" [Gramene:pankaj_jaiswal, PO:0020122, TO:cooperl]",inflorescence axis texture,,,"['""INFLOAXISTEX (related)"" RELATED []', '""panicle axis texture (exact)"" EXACT []', '""PNAXISTEX (related)"" RELATED []']",['PATO:0000150']
,,,,"""Trait(s) associated with phenotypes observed for abnormal development of cell organelle structure and its biogenesis."" [Gramene:pankaj_jaiswal]",cell organelle development trait,,,,
,,,,"""Estimated by the angle of inclination of the main shoot/stem against the soil/growth medium surface."" [Gramene:pankaj_jaiswal]",shoot growth angle,,,"['""culm habit (related)"" RELATED []', '""CULMHAB (related)"" RELATED []', '""growth habit (related)"" RELATED []', '""stem habit (related)"" RELATED []', '""STEMHAB (related)"" RELATED []']",
,Refer to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points.,,,"""A flag leaf morphology trait (TO:0000832) which is the length of the flag leaf (PO:0020103)."" [Gramene:pankaj_jaiswal, PO:0020103, TO:moorel]",flag leaf length,,,"['""FLFLG (exact)"" EXACT []']",['PATO:0000122']
,,,,"""Actual measurements, in centimeters of the widest portion of the flag leaf lamina."" [Gramene:pankaj_jaiswal]",flag leaf lamina width,,,"['""flag leaf blade width (exact)"" EXACT []', '""FLFLWD (exact)"" EXACT []']",
,"Refer to has number of (PATO:0001555): The number of parts of a particular type that the bearer entity has. This is a relational quality, and thus holds between two entities: the bearer of the quality, and the type of parts.",,,"""A fruit number trait (TO:0000894) which is the number of grains (caryopsis fruit; PO:0030104) in an infructescence (PO:0006342)."" [Gramene:pankaj_jaiswal, PO:0006342, PO:0030104, TO:moorel]",grain number,,,"['""GRNB (related)"" RELATED []', '""kernel number (related)"" RELATED []']",['PATO:0001555']
,Refer to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points.,,,"""A grain length (TO:0000734) with hull."" [Gramene:pankaj_jaiswal]",length of grain with hull,,,"['""HULGRLG (related)"" RELATED []', '""hulled grain length (related)"" RELATED []', '""hulled-grain length (related)"" RELATED []']",
,Refer to width PATO:0000921: A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.,,,"""A grain width (TO:0000975) with caryopsis hull (PO:0006000)."" [Gramene:pankaj_jaiswal, TO:moorel]",hulled grain width,,,"['""HULGRWD (related)"" RELATED []', '""hulled grain curved width (related)"" RELATED []', '""hulled grain width (related)"" RELATED []', '""width of grain with hull (exact)"" EXACT []']",['PATO:0000921']
,Refer to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points.,,,"""Average length of the curved surface of grain with hull (hulled)."" [Gramene:pankaj_jaiswal]",curved length of grain with hull,,,"['""HULGRCURVLG (related)"" RELATED []', '""hulled grain curved length (related)"" RELATED []']",['PATO:0000122']
,,,,"""The average surface area of the grain with hull (hulled) in a grass fruit caryopsis."" [Gramene:pankaj_jaiswal]",surface area of grain with hull,,,"['""HULGRSURFAR (related)"" RELATED []', '""hulled-grain surface area (related)"" RELATED []']",
,,,,"""A grain volume (TO:0001108) which is the volume of a grain with a caryopsis hull (PO:0006000)."" [Gramene:pankaj_jaiswal]",hulled grain volume,,,"['""HULGRVOL (exact)"" EXACT []', '""hulled caryopsis volume (related)"" RELATED []']",
,"Refer to shape PATO:0000052: A morphological quality inhering in a bearer by virtue of the bearer's\nratios of distances between its features (points, edges, surfaces and\nalso holes etc).",,,"""A ligule morphology trait (TO:0002748) which is a shape of a margin of a ligule (PO:0020105)."" [Gramene:pankaj_jaiswal, PO:0020105, TO:cooperl]",ligule margin shape,,,"['""LIGMSHP (related)"" RELATED []']",['PATO:0000052']
,,,,,rhizome formation,,,"['""RHZFORM (related)"" RELATED []']",
,Refer to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points.,,,"""A spikelet morphology trait (TO:0000657) which is the length of a spikelet (PO:0009051)."" [Gramene:pankaj_jaiswal, PO:0009051, TO:moorel]",spikelet length,,,"['""SPKLG (related)"" RELATED []']",['PATO:0000122']
,"According to the Codex Alimentarium, the FAO international standards for food product specifications, the normal values may differ depending on the source plant. For example, in soybean oil the normal values for linoleic acid content are 48% - 59%.",,,"""The linoleic acid content in the essential oils present in or extracted from a plant or the plant part such as seed."" [Gramene:pankaj_jaiswal]",linoleic acid content,,,"['""(9Z,12Z)-Octadecadienoic acid content (exact)"" EXACT []', '""(Z,Z)-9,12-octadecadienoic acid content (exact)"" EXACT []', '""9-cis,12-cis-Octadecadienoic acid content (exact)"" EXACT []', '""9Z,12Z-octadecadienoic acid content (exact)"" EXACT []', '""cis,cis-linoleic acid content (exact)"" EXACT []', '""high linoleic oil content (narrow)"" NARROW []', '""linoleic oil content (exact)"" EXACT []', '""low linoleic oil content (narrow)"" NARROW []']","['CAS:60-33-3', 'CHEBI:17351']"
,"According to the Codex Alimentarium, the FAO international standards for food product specifications, the normal values may differ depending on the source plant. For example, for soybean oil the normal values for oleic acid content are 17% - 30%.",,,"""The oleic acid content in the essential oils present in or extracted from a plant or the plant part such as seed."" [Gramene:pankaj_jaiswal]",oleic acid content,,,"['""(9Z)-octadec-9-enoic acid content (exact)"" EXACT []', '""(9Z)-Octadecenoic acid content (exact)"" EXACT []', '""(Z)-Octadec-9-enoic acid content (exact)"" EXACT []', '""cis-9-octadecenoic acid content (exact)"" EXACT []', '""high oleic oil content (narrow)"" NARROW []', '""mid oleic oil content (narrow)"" NARROW []', '""oleic oil content (related)"" RELATED []']","['CAS:112-80-1', 'CHEBI:16196']"
,"According to the Codex Alimentarium, the FAO international standards for food product specifications, the normal values may differ depending on the source plant. e.g. for soybean oil the normal values for stearic acid content are 2% - 5.4%.",,,"""The stearic acid content in the essential oils present in or extracted from a plant or the plant part such as seed."" [Gramene:pankaj_jaiswal]",stearic acid content,,,"['""high stearic oil content (narrow)"" NARROW []', '""low stearic oil content (narrow)"" NARROW []', '""n-octadecanoic acid content (exact)"" EXACT []', '""octadecanoic acid content (exact)"" EXACT []', '""octadecoic acid content (exact)"" EXACT []', '""stearic oil content (related)"" RELATED []']","['CAS:57-11-4', 'CHEBI:28842']"
,"Omega-3 fatty acid (CHEBI:25681)  is a  polyunsaturated fatty acid (CHEBI:26208) . There are four subtypes of omega-3 fatty acids, namely,  alpha-licanic acid (CHEBI:28771), all-cis-docosa-4,7,10,13,16,19-hexaenoic acid (CHEBI:28125), all-cis-icosa-5,8,11,14,17-pentaenoic acid and alpha-linolenic acid (CHEBI:27432).",,,"""The omega-3 fatty acid content in the essential oils present in or extracted from a plant or the plant part such as seed."" [Gramene:pankaj_jaiswal]",omega-3 fatty acid content,,,,['CHEBI:25681']
,"According to the Codex Alimentarium, the FAO international standards for food product specifications, the normal values may differ depending on the source plant. For example, in soybean oil the normal values for alpha-linolenic acid content are 4.5% - 11%.",,,"""The alpha-linolenic acid content in the essential oils present in or extracted from a plant or the plant part such as seed."" [Gramene:pankaj_jaiswal]",alpha-linolenic acid content,,,"['""(9,12,15)-linolenic acid content (exact)"" EXACT []', '""(9Z,12Z,15Z)-Octadecatrienoic acid content (exact)"" EXACT []', '""(Z,Z,Z)-9,12,15-octadecatrienoic acid content (exact)"" EXACT []', '""9,12,15-Octadecatrienoic acid content (exact)"" EXACT []', '""9-cis,12-cis,15-cis-octadecatrienoic acid content (exact)"" EXACT []', '""all-cis-9,12,15-octadecatrienoic acid content (exact)"" EXACT []', '""cis,cis,cis-9,12,15-octadecatrienoic acid content (exact)"" EXACT []']","['CAS:463-40-1', 'CHEBI:27432']"
,"It is expected that the herbicide application must not affect the agronomic yield, if any.",,,"""An assay to determine the sensitivity (tolerance or susceptibility) exhibited by a plant or a group of plants (population) towards the applied herbicide glyphosate."" [Gramene:pankaj_jaiswal]",glyphosate sensitivity,,,"['""glyphosate susceptibility (narrow)"" NARROW []', '""glyphosate tolerance (narrow)"" NARROW []']",
,"It is expected that the herbicide application must not affect the agronomic yield, if any.",,,"""An assay to determine the sensitivity (tolerance or susceptibility) exhibited by a plant or a group of plants (population) towards the applied herbicide glufosinate."" [Gramene:pankaj_jaiswal]",glufosinate sensitivity,,,"['""glufosinate susceptibility (narrow)"" NARROW []', '""glufosinate tolerance (narrow)"" NARROW []']",
,"It is expected that the herbicide application must not affect the agronomic yield, if any.",,,"""An assay to determine the sensitivity (tolerance or susceptibility) exhibited by a plant or a group of plants (population) towards the applied herbicide class of acetolactate synthase inhibitor."" [Gramene:pankaj_jaiswal]",acetolactate synthase inhibitor sensitivity,,,"['""acetolactate synthase inhibitor susceptibility (narrow)"" NARROW []', '""acetolactate synthase inhibitor tolerance (narrow)"" NARROW []', '""ALS inhibitor susceptibility (narrow)"" NARROW []', '""ALS inhibitor tolerance (narrow)"" NARROW []']",
,,,,"""Causal agent: Ostrinia nubialis."" [Gramene:pankaj_jaiswal]",European corn borer resistance,,,"['""ECB resistance (exact)"" EXACT []']",
,,,,"""Causal agent: Diabrotica spp."" [Gramene:pankaj_jaiswal]",rootworm resistance,,,,
,,,,"""Tolerance to the high salt content in the growth medium."" [Gramene:pankaj_jaiswal]",salt tolerance,,,"['""SALTTL (exact)"" EXACT []']",
,,,,"""Amino acid proline content in a plant or plant part."" [Gramene:pankaj_jaiswal]",proline content,,,,
,Oligosaccharide is a carbohydrate polymer that on hydrolysis yields a small number of monosaccharide molecules.,,,"""Amount of oligosaccharides present in the plant or its parts."" [Gramene:pankaj_jaiswal]",oligosaccharide content,,,,
,,,,"""Amount of raffinose present in the plant or plant part."" [Gramene:pankaj_jaiswal]",raffinose content,,,,
,,,,"""Amount of fructose present in the plant or plant part."" [Gramene:pankaj_jaiswal]",fructose content,,,,
,,,,"""Amount of monosaccharide present in the plant or plant part."" [Gramene:pankaj_jaiswal]",monosaccharide content,,,,
,,,,"""Amount of polysaccharide present in the plant or plant part."" [Gramene:pankaj_jaiswal]",polysaccharide content,,,,
,,,,"""A carbohydrate content (TO:0000291) which is the amount of carbohydrate derivatives (CHEBI:63299) in a plant structure (PO:0009011)."" []",carbohydrate derivative content,,,,['CHEBI:63299']
,,,,"""A plant organ morphology trait (TO:0000736) which is a quality of a lodicule (PO:0009036) and its parts."" [Gramene:pankaj_jaiswal, PO:0009036, TO:moorel]",lodicule morphology trait,,,,['TO_GIT:105']
,,,,"""A lodicule morphology trait (TO:0006009) which is the average number of lodicules (PO:0009036) per grass flower (floret) in a study."" [Gramene:pankaj_jaiswal, PO:0009036, TO:moorel]",lodicule number,,,,
,"Refer to shape PATO:0000052: A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc).",,,"""A lodicule morphology trait (TO:0006009) which is the shape of a lodicule (PO:0009036)."" [Gramene:pankaj_jaiswal, PO:0009036, TO:moorel]",lodicule shape,,,,['PATO:0000052']
,,,,"""A megasporophyll morphology trait (TO:0000867) which is a quality of a carpel (PO:0009030)."" [Gramene:pankaj_jaiswal, PO:0009030, TO:moorel]",carpel morphology trait,,,,
,,,,"""A carpel morphology trait (TO:0006012) which is the number of carpels (PO:0009030) in the gynoecium (PO:0009062)."" [Gramene:pankaj_jaiswal, PO:0009030, PO:0009062, TO:moorel]",carpel number,,,,
,,,,"""A leaf morphology trait (TO:0000748) which is the arrangement of the leaves on the shoot of a plant."" [Gramene:pankaj_jaiswal, TO:cooperl]",phyllotaxy,,,"['""leaf arrangement (exact)"" EXACT []']",
,,,,"""Traits associated with observing effects on the development of a given tissue type."" [Gramene:pankaj_jaiswal]",plant tissue development trait,,,,
,,,,"""An assay to determine the variation in the  meristematic tissue development."" [Gramene:pankaj_jaiswal]",meristem tissue development trait,,,,
,,,,"""Trait to determine the variation or effect on the establishment of meristem identity or determinacy."" [Gramene:pankaj_jaiswal]",meristem identity,,,"['""meristem determinacy (exact)"" EXACT []']",
,Identity is considered to be the aggregate of characteristics by which a structure is recognized.,,,"""Trait associated with observing effects on the establishment of organ identity."" [Gramene:pankaj_jaiswal]",organ identity,,,,
,,,,"""Trait associated with observing effects on the establishment of floral organ identity."" [Gramene:pankaj_jaiswal]",floral organ identity,,,,
,,,,"""An assay to associate observing effects on the development of shoot apical (SAM) meristem."" [Gramene:pankaj_jaiswal]",shoot apical meristem development,,,,
,Usually observed at the time of transition of shoot apical meristem (a vegetative meristem) to the inflorescence apical meristem (a reproductive meristem).,,,"""Trait associated with the transition of vegetative growth phase to the reproductive growth phase."" [Gramene:pankaj_jaiswal]",vegetative to reproductive phase transition trait,,,,
,,,,"""Traits associated with observing effects on the development of the floral organ and its parts."" [Gramene:pankaj_jaiswal]",floral organ development trait,,,,
,,,,"""Traits associated with observing effects on the development of the lodicule in a grass flower (floret)."" [Gramene:pankaj_jaiswal]",lodicule development trait,,,,
,,,,"""Ectopic development of lodicule in a grass flower (floret)."" [Gramene:pankaj_jaiswal]",ectopic lodicule development,,,,
,,,,"""Traits associated with observing effects on the development of the floral bracts."" [Gramene:pankaj_jaiswal]",floral bract development trait,,,,
,,,,"""Number of bracts in a flower."" [Gramene:pankaj_jaiswal]",floral bract number,,,,
,,,,"""Traits associated with observing effects on the development of the floral bracts."" [Gramene:pankaj_jaiswal]",inflorescence bract development trait,,,,
,,,,"""Number of given type of bracts in a inflorescence."" [Gramene:pankaj_jaiswal]",inflorescence bract number,,,,
,,,,"""Number of glumes in an inflorescence of grass, sedge or similar plant."" [Gramene:pankaj_jaiswal]",glume number,,,,
,,,,"""Trait associated to observed effect on the establishment of spikelet meristem identity or determinacy."" [Gramene:pankaj_jaiswal]",spikelet meristem identity,,,,
,Refer to size (PATO:0000117): A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.,,,"""An inflorescence morphology trait (TO:0000373) which is the variation in size of inflorescence (PO:0009049)."" [Gramene:pankaj_jaiswal, PO:0009049, TO:moorel]",inflorescence size,,,,['PATO:0000117']
,,,,"""A panicle inflorescence morphology trait (TO:0000847) which is the variation in size of panicle inflorescence (PO:0030123)."" [Gramene:pankaj_jaiswal, TO:moorel]",panicle inflorescence size,,,,
,,,,"""Number of florets in a grass spikelet."" [Gramene:pankaj_jaiswal]",floret number per spikelet,,,"['""FLNBPSPK (related)"" RELATED []']",
,,,,"""A tertiary branching of inflorescence (TO:0006035) trait which is the number of tertiary branches in an inflorescence (PO:0009049)."" [Gramene:pankaj_jaiswal, PO:0009049, TO:moorel]",tertiary branch number,,,,
,,,,"""An inflorescence branching (TO:0000050) trait which is the extent of tertiary branching that usually determines the shape and compactness of the inflorescence (PO:0009049) (such as in rice panicle)."" [Gramene:pankaj_jaiswal, PO:0009049, TO:moorel]",tertiary branching of inflorescence,,,,
,Alternative associated traits are stem length (TO:0000576) and shoot elongation rate (TO:0000368).,,,"""Elongation of the stem."" [Gramene:pankaj_jaiswal]",stem elongation,,,,
,"Refer to shape (PATO:0000052): A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc).",,,"""A carpel morphology trait (TO:0006012) which is the shape of a carpel (PO:0009030)."" [Gramene:pankaj_jaiswal, PO:0009030, TO:moorel]",carpel shape,,,,['PATO:0000052']
,,,,"""A floral organ morphology trait (TO:0000862) which is the number of floral organ (PO:0025395) types in a flower (PO:0009046)."" [Gramene:pankaj_jaiswal, PO:0009046, TO:moorel]",floral organ number,,,,
,,,,"""A petal morphology trait (TO:0000863) which is the number of petals (PO:0009032) in a flower (PO:0009049)."" [Gramene:pankaj_jaiswal, PO:0009032, PO:0009049, TO:moorel]",petal number,,,,
,,,,"""A sepal morphology trait (TO:0000864) which is the number of the sepals (PO:0009031) in a flower (PO:0009049)."" [Gramene:pankaj_jaiswal, PO:0009031, PO:0009049, TO:moorel]",sepal number,,,,
,,,,"""A tepal morphology trait (TO:0000865) which is the number of the tepals (PO:0009033) in a flower (PO:0009049)."" [Gramene:pankaj_jaiswal, PO:0009033, PO:0009049, TO:moorel]",tepal number,,,,
,May be assayed for per gram fresh weight.,jaiswalp,2010-10-25T10:36:57Z,"""A mineral and ion content trait (TO:0000465) which is the lithium cation (CHEBI:49713) composition in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",lithium content,,,,
,,jaiswalp,2010-10-25T04:49:08Z,"""A mineral and ion content trait (TO:0000465) which is the boron cation (CHEBI:30168) composition in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",boron content,,,,
,,jaiswalp,2010-10-25T04:51:26Z,"""A mineral and ion content trait (TO:0000465) which is the magnesium cation (CHEBI:18420) composition in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",magnesium content,,,,
,,jaiswalp,2010-10-25T04:51:26Z,"""A phosphorus content (TO:0001024) which is the concentration of phosphorus (CHEBI:26082) in some plant structure (PO:0009011)"" [Gramene:Karthik]",phosphorus concentration,,,,['CHEBI:26082']
,,jaiswalp,2010-10-25T10:36:57Z,"""A mineral and ion content trait (TO:0000465) which is the sulfur cation (CHEBI:29832) composition in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",sulfur content,,,,
,,jaiswalp,2010-10-25T04:54:15Z,"""A mineral and ion content trait (TO:0000465) which is the calcium cation (CHEBI:39123) composition in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",calcium content trait,,,,
,,jaiswalp,2010-10-25T04:55:34Z,"""A manganese content (TO:0020091) which is the concentration of manganese (CHEBI:25154) in some plant structure (PO:0009011)"" [Gramene:Karthik]",manganese concentration,,,,['CHEBI:25154']
,,jaiswalp,2010-10-25T04:56:30Z,"""An iron content (TO:0020089) which is the concentration of iron cation (CHEBI:24875) in a plant structure (PO:0009011)"" [Gramene:Karthik]",iron concentration,,,,['CHEBI:24873']
,,jaiswalp,2010-10-25T10:36:57Z,"""A cobalt content trait (TO:0001044) which is the concentration of cobalt cation (CHEBI:23336) in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",cobalt concentration,,,,
,,jaiswalp,2010-10-25T04:58:31Z,"""A mineral and ion content trait (TO:0000465) which is the nickel cation (CHEBI:25516) composition in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",nickel content,,,,
,,jaiswalp,2010-10-25T04:59:17Z,"""A copper content (TO:0020092) which is the concentration of copper (CHEBI:23377) in a plant structure (PO:0009011)"" [Gramene:Karthik]",copper concentration,,,,['CHEBI:23377']
,,jaiswalp,2010-10-25T04:59:26Z,"""A zinc content (TO:0020090) which is the concentration of zinc (CHEBI:63056) in some plant structure (PO:0009011)"" [CHEBI:63056, Gramene:Karthik]",zinc concentration,,,,
,,jaiswalp,2010-10-25T04:59:32Z,"""A mineral and ion content trait (TO:0000465) which is the arsenic cation (CHEBI:35829) composition in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",arsenic content trait,,,,
,,jaiswalp,2010-10-25T04:59:38Z,"""A mineral and ion content trait (TO:0000465) which is the selenium ion (CHEBI:60250) composition in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",selenium content,,,,
,,jaiswalp,2010-10-25T04:59:53Z,"""A mineral and ion content trait (TO:0000465) which is the molybdenum cation (CHEBI:37239) composition in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",molybdenum content,,,,
